title,body,url,side_score,failure_score,noise_score,final_score,reason
공무원들은 다른 일 못하지..?,"(알수없음)
21/01/22 18:19
예를들어 카페알바나 블로그마켓 같은거!!
투잡이 나의 꿈이였는데...........
(알수없음)",https://everytime.kr/375208/v/163166375,6,1,0,7,부업 관련이나 실패 여부 애매
구인구직,"25/10/28 21:38
여수시 학동에 위치했습니다!!
MAIN 직원 채용 공고
학동에 위치한 BAR MAIN에서 함께 근무할 직원을 모집합니다.
파트타임 근무도 가능하며, 성실하게 근무하실 분을 환영합니다.
지원자격
대학생, 휴학생, 직장인 투잡 가능
초보 가능
친구와 함께 근무 가능
급여조건
시급 2.5만 원 시작
출퇴근 택시비지원 해드립니다
영업시간: 20:00 ~ 02:00
근무요일: 협의 가능
출퇴근 자유, 개인 일정에 맞게 근무 조정 가능
관심있으신 분들은 쪽지주세욥!!!",https://everytime.kr/375183/v/393052769,3,3,0,6,부업 관련이나 실패 여부 애매
✍️🏻글쓰기 소모임 일획천금(一劃千金),"22/12/28 10:19
하나의 끄적임으로 돈벌자!
글쓰기 공모전 대상이면 최소 30 - 최대 200만원을 벌 수 있다는 사실을 아시나요?
최근 글쓰기 공모전으로 돈맛을 봐서 취미생활 겸 약간의 부업으로 글쓰기 공모전을 계속해서 도전해보려고 합니다 ;)
활동은 주 1회 전대후문 카페에서 각자 글을 쓰는 시간을 가지려고 합니다
공모전은 제가 알아올 예정입니다! 저에게 절대성을 부여시켜주실 귀한 모임원분을 구합니다🙊
❌️ 신천지 대진연 글쓰기 외의 목적을 가지신 분은 제재당할 수 있습니다.
⭕️ 글쓰기의 실력은 상관이 없습니다 !
관심있으신 분은 쪽지주세요 :)",https://everytime.kr/418923/v/281256662,6,1,0,7,부업 관련이나 실패 여부 애매
수업 7시간 17분 남았는데,"20/03/17 01:44
아직도 공지 안올라와있고 재택 수업 관련해서 1도 안알려주고 강의 계획서에도 별 내용 없으면 코스모스에서 봐야하나?
ㅈㄱㄴ",https://everytime.kr/375208/v/109928913,3,1,0,4,부업 관련이나 실패 여부 애매
팀장 개노답 ㅋㅋㅋㅋㅋㅋㅋㅋ,"SysAppDev
01/30 09:59
팀원 한 명 수술해서 입원 중인데
재택할 수 있게 회사 노트북 가져다준다고 한다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",https://everytime.kr/386037/v/399058615,3,1,1,3,부업 관련이나 실패 여부 애매
"마스크줄, 키링, 지비츠 등등 귀여운 거 공구할사람?","22/05/02 02:45
난 와이어키링이랑 마스크줄 사려고 하는데 배송비 나눠 사면 좋을 것 같아서!!
https://m.smartstore.naver.com/allnewlivingpet
네이버스마트스토어 ‘-소확행’이에요~",https://everytime.kr/375208/v/249614743,3,0,0,3,부업 관련이나 실패 여부 애매
김재녕교수님 화학실험1 과제 어떻게 제출해?,"20/03/30 09:13
공지사항 3주차때 학교와서 내라고 하는데 3주차 재택수업결정된지가 언제인데 아직도 공지 수정안하냐고!!!!!",https://everytime.kr/375208/v/113036118,3,1,0,4,부업 관련이나 실패 여부 애매
[시급1.3] 엑셀 단순 사무보조 재택근무 알바 구합니다.,"23/03/14 11:14
회사명 : 프로그레스미디어 (서울 구로)
▶접수기간 : 2023.03.14 ~ 2023.03.24
▶고용형태 : 아르바이트
▶전형절차 : 서류 - 면접 및 업무 상세 설명(유선or대면) - 채용
▼채용공고▼
- 모집분야
매출데이터 관리
- 담당업무 및 자격요건
담당업무 : 광고매체별 매출데이터 정리
담당자/ 거래처별 수수료 정산
자격요건 : 엑셀 능력 우수자
- 근무조건
근무기간 : 6개월~1년 (협의가능)
근무요일 : 매월 1~10일 / 월~금 (주 3일 기본, 협의가능)
근무시간 : 마감 내 자율 / 3~4시간 (협의가능)
근무방식 : 재택근무
시급 : 1만 3천원
- 업무 내용
매출파일 정리 : 약 10개의 매출 엑셀 파일 하나로 정리 작업
거래처별 수수료 정리 : 매출 파일 정리 후 약 150건 거래처 별 수수료 입력/정리
- 접수 방법
jang_gi_hoon@nate.com 메일로
연락처 및 인적사항을 포함한 간단한 이력서 송신
(메일 발송시 말머리에 [알바]를 넣어주시면 더 빨리 확인이 가능합니다.)",https://everytime.kr/375208/v/293757104,5,1,0,6,부업 관련이나 실패 여부 애매
,"22/09/29 20:57
클래스 101 같이 들으실분
최근에 알게된 사이트인데 창업부업, 일러스터도 배울 수 있더라구요 혼자 하기에 비용도 있고 의지도 걱정되서 같이 들으실 분 구합니다!
(알수없음)",https://everytime.kr/484901/v/270030596,3,1,0,4,부업 관련이나 실패 여부 애매
(장문)핫게 올라간 한겨레는 워낙 유명한 언론이긴 함.,"24/02/01 16:33
나쁜쪽으로 말이야.
광주 개발되는걸 시민단체랑 한겨레랑 손잡고 막으려고 시도했었거든
그중 대표적인게 더현대를 고도 제한을 핑계로 막으려고 했던거임.
방직부지면 무등산이랑 거리도 한참 먼데, 방직부지조차 무등산 조망권 핑계대면서 고도제한 걸라고 하면 광주 시내에 고층 올릴수 있는 곳은 한곳도 없을거임
광주 5줄 요약
1. 광주 시민단체나 한겨레같은 진보언론 카르텔들은 이전부터 ""무등산 조망권""을 핑계 대면서 광주에 고층 올리는걸 극구 반대했음.
2. 그때문에 광주시 스카이라인은 씹창나고, 과도한 고층 규제로 기업들이 재개발을 할 금전적 동기가 사라짐.
3. 결과적으로 광주 내에는 수십년 되서 녹물 흐르는 흉물스러운 콘크리트 건물들과 각종 낡은 주택들로 가득차버린 낙후한 도시가 되버림.
4. 최근에도 방직 부지에 더현대 개발하려고 추진하고 있었는데 시민단체랑 한겨레 등 진보언론 난입
5. 그중에는 ""무등산은 어머니산"" ""방직 부지는 여성 노동자의 애환이 서려"" 같은 별 같잖은 핑계들까지 들고왔었음.
https://everytime.kr/482730/v/314320717
복합쇼핑몰 유치는 광주 경제에도 도움이 됨. 명품을 구매할 구매력이 안되는 사람들 입장에서는 복합쇼핑몰이 들어오든 안들어오든 무슨 상관이냐? 라고 할수도 있는데 일단 일자리도 창출이 되고, 호남 역외로 유출이 되는 소비를 역내로 돈이 돌수 있게 잡을수 있음. 그리고 명품 구매할 구매력이 되는 고소득자들이 광주 밖으로 이주하는 것도 막을 수 있는 요인이 됨.
게다가 광주시 2호선 건설에도 정작 시민들은 찬성하고 환영하는 지하철 공사를
시민단체랑 한겨레랑, 정의당 나경채나 진보당같은 정당들이 반대하는 바람에 공사가 질질 끌리고 지금도 티스푼 공사중임.
다행히도 더현대같은 복합쇼핑몰이나 2호선같은 대중교통 증설하는데 역대 광주시장들이 반대를 무릅쓰고 단호하게 추진하는 중임.
광주도 시민단체랑 한겨레가 손잡고 씹창낼뻔했는데
잘살던 여수도 시민단체 한겨레 떨쳐내지 못하면 광주처럼 꼬라박을 예정임
여수 5줄 요약
1. 경도에 미래에셋이 1조5000억원을 들여서 6성급 호텔과 리조트·골프장·상업시설·케이블카 등을 갖춘 해양관광단지 조성하려고 했음
2. 그런데 여수참여연대와 여수와이엠시에이 등 시민단체 26곳에서 반대했음.
3. 한겨레도 여수 경도관광단지가 공공성이 실종되었다고 우려하는 기사 쓰면서 도와줌. 대체 돈벌자고 하는 사업에 공공성을 왜 챙겨야 하는지는 의문
4. 여수시의회에서 경도~여수 진입도로 공사비의 시 분담금 71억8000만원 삭감. 경도 개발 질질 끌림
5. 결국 젊은 사람 니즈 못챙기는 낙후한 관광지 여수는 코로나 끝났는데도 관광객 숫자 확 줄어드는 중.
한겨레같은 언론들은 지역 개발 다 가로막고 씹창내놓고
나중 되어 지역 망한다 소리 나오면 지들이 책임진게 뭐 하나 있나 모르겠음.
한겨레같은 진보언론이 지역개발에 있어서 독이 되면 독이 되었지. 득이 되지는 않는다고 생각함.
낙후된 지역 개발도 못하게 시민단체랑 손잡고, 나중에 지역 몰락하면 나몰라라 후속기사도 안적는 판인데,
그래서 악명이 높은게 아닐까 싶다.
저 기사 적는 사람들은 잘 개발된 도심에 있는 언론사 사옥에서 에어컨 쐬면서 아이스 아메리카노 빨면서
저런 기사를 적고 있을거 아님? 낙후된 지역이 뒤지든 말든 알빠노? 하면서 말이야.
(삭제)
삭제된 댓글입니다.",https://everytime.kr/375208/v/329113814,3,3,0,6,부업 관련이나 실패 여부 애매
블로그 체험단 : 블로그 키우실 분,"23/12/18 08:38
블로그 체험단 신청을 목적으로 블로그 같이 키워나가실 분 모집합니다!
초기에 블로그 조금만 키우면 블로그 체험단 신청을 할 수 있는데, 일상 + 리뷰 글들을 계속 올려야하다보니 광주나 근교 위주로 식당, 카페, 핫플 등의 사진 공유하며 사진 같이 찍으실 분 모집해요! 조금만 노력하면 체험단 신청할 수 있다보니 취미로 블로그 하시거나 수입 목적으로 키우실 분! 다 가능합니다.
재학생, 휴학생, 졸업생 상관 없습니다!
진지하게 블로그 부업으로 시작하려고 하는 것이라 제발 진심으로 하실 분만 연락주세요
블로그 방향은 차차 잡아나갈 예정이며, 예시를 위한 대표적인 사진 몇개만 첨부합니다.
> 관심 있으신 분 댓이나 쪽지 주세요",https://everytime.kr/375182/v/325351389,9,3,0,12,부업 관련이나 실패 여부 애매
모바일학생증 어디서 확인해요?,"24/04/19 20:51
전남대 스마트스토어 어플에서 볼 수 있다는데 메뉴 뒤져봐도 안나오네요ㅠㅠ 어플에서 확인하는거 맞나요?
이 글은 댓글이 달린 이후에는 수정 및 삭제가 불가능하므로, 작성하신 댓글이 삭제될 우려가 없어요.
보다 많은 학우들에게 도움이 될 수 있도록 정성이 담긴 답변을 부탁드려요.",https://everytime.kr/375208/v/339990466,3,3,1,5,부업 관련이나 실패 여부 애매
,"20/03/09 02:33
혹시 부업알바 해본사람.... 인스타나 블로그에 글올려서 돈받고 회원모집비용 받는 그런 부업알바",https://everytime.kr/424589/v/108137933,6,1,0,7,부업 관련이나 실패 여부 애매
실용금융의 이해,"20/06/01 22:13
수업 현강 가시나요 다들..? 아예 갈 수없는 상황은 아닌데 굳이 안가도 될거 같아서 안간다고 했는데 오늘 공지보니까 대면이랑 재택이랑 내용이 쫌 다르네요..? 이거뭐죠 진짜 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ",https://everytime.kr/375208/v/124466127,3,2,1,4,부업 관련이나 실패 여부 애매
재택근무 타이핑 알바 모집합니다.,"21/09/16 16:04
** 재택 뉴스기사 타이핑 알바 급구 **
㈜통계코리아 연구소에서 뉴스기사를 타이핑 할 수 있는 재택근무 단기 알바생을 모집함.
뉴스기사는 1개월 단위로 계산되며, 1개월 단위 뉴스기사는 부분의 경우 20만원, 전월별 50만원 이상 지급.
1개월 뉴스기사의 분량은 연도별 월별로 차이가 있으나 분량에 따라 알바비 지급.
타이핑 속도에 따라 1개월 뉴스기사 타이핑 완료 기간은 3-4일 정도로 예상됨.
연락처 : spsskorea@hanmail.net (알바신청은 멜로 요청 바람)
Tel. 02-592-3491
(알수없음)",https://everytime.kr/375182/v/209554654,3,1,0,4,부업 관련이나 실패 여부 애매
27억 환경미화원,"22/01/14 10:05
환경미화원이 생각보다 돈 잘벌고 대출도 잘나와서 그 돈가지고 투잡으로 원룸사업하다가
어느새 월 1000이 넘는 수익에 자산이 27억이 됨
그래서 환경미화원 생각보다 나쁘지 않은 직업이고 흙수저도 성공할수 있다는걸 보여주기 위해서 유튜브 출현했음
근데 27억 월1000에먼 꽂혀서 사람들이 구청에다가 악성 민원을 넣기 시작함 저 사람 짤라야 한다고
결국은 헬반도 엔딩으로 좌천됨
이러니깐 이재명 지지율이 35퍼가 나오는 나라인거임
잘사는 사람들을 보고 배워서 나도 저렇게 살아야지 혹은 나도 한번 해볼까가 아니라 그 과정엔 관심이 없고 이루어낸 결과만 보고 성공한게 배아파서 끌어 내리려는 그 심성이 있는듯
그러니 종부세는 상위 1.7프로밖에 안내요~~~ 1.7프로 안에 드세요???ㅋㅋㅋㅋ 이재명은 서민 대통령 입니다 같은 소리를 하면서 부자들 돈 뜯어서 서민들 나눠주는걸 당연하고 정의롭게 생각하는듯 ㄷㄷ
진짜 멸공 했으면 좋겠다
ㅡㅡ 출처 뻑까뉴스 ㅡㅡ",https://everytime.kr/482730/v/226387016,4,3,3,4,부업 관련이나 실패 여부 애매
편의점 주말 알바 할라고 하는데,"21/01/16 00:09
지금 하는 일이 투잡은 안돼서
소득세신고? 사대보험 이런거 안되면 할 수 있다던데
편의점 알바 소득세 신고 되나?",https://everytime.kr/375208/v/162234679,3,1,0,4,부업 관련이나 실패 여부 애매
축제 부스비용 업체당 20만원이었다던데,"24/03/28 22:18
22년도나 23년도애는 보증금만있고 거의 없었던걸로 기억하거든?
아무리 이번부스는 외부업체엿다하더라도 왜 갑자기 부스비가 확 오른거냐",https://everytime.kr/375208/v/337510212,3,1,0,4,부업 관련이나 실패 여부 애매
교수가 공지사항에 쓴 말 어이없네,"(알수없음)
20/03/31 11:07
재택수업은 과제물 대체 수업, 원격수업(영상 강의) 중의 한 가지로 진행하는데, 제 수업은 과제물 대체 수업 방식을 채택하였습니다.
과제만 내주고 가르쳐주기는커녕 간단한 피드백 조차없으면 독학이지 이게 강의냐?",https://everytime.kr/375209/v/113266463,3,1,0,4,부업 관련이나 실패 여부 애매
글쓰기 소모임,"23/08/23 23:14
1. 신천지가 많으니 개신교는 받지 않겠습니다.
2. 평소 어느정도 글을 쓴 사람을 대상.
3. 순수한 목적 (공모전x, 부업 x) . 취미와 즐거움
4. 자신의 글, 목적과 방향이 있는 분
5. 자신의 글에 대한 피드백을 환영하는 사람
6. 책을 평소에 월 2회 이상은 읽는 분.
7. 대화를 할 때 예의가 있고 배려가 있는 분
(무식한 것을 쿨하다고 착각하는 사람x 분.조.장을 뒤끝없다고 착각하는 사람x)
(삭제)
삭제된 댓글입니다.",https://everytime.kr/418923/v/313616227,6,0,0,6,부업 관련이나 실패 여부 애매
광주 복합쇼핑몰 3개 생긴다는데,"01/19 16:30
인구가 140만인데 그렇게 많이 필요함?
투표
투표 기능은 모바일 앱에서 만나보실 수 있어요.",https://everytime.kr/375208/v/398395869,3,1,0,4,부업 관련이나 실패 여부 애매
설문조사 한 번씩만 부탁드려요✍,"21/01/22 13:44
프로젝트 자료를 수집하기위해 설문조사를 진행 중입니다!
재택근무/재택수업 해보신 분들이라면 누구든지 가능하니
많은 참여부탁드려요!
https://forms.gle/nyN8ZchJfqLnnxze6
https://forms.gle/nyN8ZchJfqLnnxze6
https://forms.gle/nyN8ZchJfqLnnxze6
문항은 총 9문항이고 간단한 항목들이니
많은 참여 부탁드립니다👏👏
감사합니다!",https://everytime.kr/375208/v/163129070,3,0,0,3,부업 관련이나 실패 여부 애매
광천상무선,"02/20 23:18
‘광천상무선’ 정부 최종 승인
11일, 국토부 승인·고시로
상무역–광천–광주역 7.78km 동서축 도시철도,
이제 본격 추진
* 광주종합버스터미널·챔피언스필드
* 복합쇼핑몰 등 대규모 개발과 연계
도시 전반의 교통 효율과 활력",https://everytime.kr/375208/v/401070414,3,1,0,4,부업 관련이나 실패 여부 애매
‼️ 온라인 초등 학습관리 알바 ‼️,"21/12/04 18:37
방과후 온라인 초등 학습관리(체크/독려) 모집(재택가능)
학습관리 목적 : 아이들의 교과목 학습체크(화상)와 학습독려를 장려(전화체크)해서 공부습관을 길들이기 위한 학습관리가 주 목적입니다.
회원학년 : 초등 1학년 ~ 4학년
과목 : 국어 / 수학(산수) ※영어과목 없음
1. 업체명 : (주) ES
모집부분 : 초등학습관리 : 1:1 온라인 학습관리 선생님
#학년#재택#요일#시간#장소(재택)#회원수 = 선택가능
※ 오프라인 학원 & 과외알선 업체 아님.--->기타 업무 없음. 수수료 없음.
온라인 컨텐츠 1:1 학습관리만 진행!!
2. 상세 내용 :
주1회씩 초등학생 학습관리
월 학습관리란?
회원 1명에게
1주차 : 10분 1:1화상 학습체크
2주차 : 5분 전화 학습독려
3주차 : 10분 1:1화상 학습체크
4주차 : 5분 전화 학습독려
+ 학부모에게 월 1회 학습독려 및 결과 안내 전화 5~10분
3. 수수료 = 1회원 월 학습관리비 : 10,000 이상 + @수당
※ 영업 활동 없음, 기타업무 전혀 없음, 방문학습이 아님, 온라인으로만 진행됩니다.
학습관리 시간 : 오후 3시~10시까지 ---> 지원하신분이 선택가능
요일 : 평일만(월~금) ------> 지원하신분이 선택가능
4. 채용 절차 : 업무설명회 --> 30분 : 정확히 어떤일을 하는지 설명회를 통해 자세히 설명해 드려요~!!
업무설명회 신청 --> 교육 --> 회원관리 시작~!
이메일 접수 : tutor@eskr.kr 또는 온라인 설명회 신청 : http://esedu.co.kr/recruit/
연락처를 남겨주시면 담당자가 전화 드립니다. 1800-8297로 전화가니 꼭 받아주세요
※ 교육은 습득하신분들 마다 상의 하지만 최단 2일 ~ 정도 하루 3시간정도 이며,
교육은 온라인 시스템 교육이며, 관리하실수 있는 스크립트가 다 있어요~~!! 별도 준비할 필요 없음.
회원관리 시작하기 전 확인 연습을 하신후 바로 시작하실수 있어요~!!
- 재택근무 , 센터 이용가능합니다.
(삭제)
삭제된 댓글입니다.",https://everytime.kr/375182/v/220754322,3,3,0,6,부업 관련이나 실패 여부 애매
네이버 스마트스토어 상세페이지 전담하실 분 구합니다!,"21/07/08 15:34
안녕하세요 네이버 스마트스토어를 며칠 전에 열었는데
제가 사진을 잘 찍지 못해서
혹시 포토샵과 일러스트 가능하신분 중에 사진촬영해거 상세페이지 작성해주실 분 계실까요?
같이 작업해요! 페이는 맞춰봐요 연락 부탁드립니다",https://everytime.kr/377489/v/199055107,3,1,0,4,부업 관련이나 실패 여부 애매
인자관 ㄱㅎㅈ교수님 레포트,"20/11/13 22:25
애들아 이거 나만 자료가 안나오니?ㅋㅋㅋㅋ나 오늘 시작했는데 난 1번부터 막힘ㅎ...
애초에 난 공시준비중이라 기업 조사하기 싫어서 그냥 공무원으로 알아보는데 재택근무 생긴거 빼고는 아무것도 안나옴ㅜㅜㅜ
이거 3장쯤으로 내면 점수 노답일까? 에이까지 안바란다는 전제하에! 그냥 빨리 쓰고 제출만 하고싶다ㅋ..하",https://everytime.kr/375208/v/152337921,3,3,3,3,부업 관련이나 실패 여부 애매
알바 투잡 뛰는데 온도차 쩌는 듯,"22/05/04 21:45
방탈출 알바는 대부분 착한 젊은 커플이 손님이라 나도 엄청 친절하고 텐션 올라가는데
편의점은 진상 개많아서 나도 띠껍게 말하고 표정 엄청 안좋게 된다..
(삭제)
삭제된 댓글입니다.",https://everytime.kr/375208/v/250074208,3,0,0,3,부업 관련이나 실패 여부 애매
지역화폐의 허상,"25/04/22 16:56
지역화폐 반박 해보라 길래 오늘 시험도 끝났고, 경제학들 배운거 복습도 할겸 반박해봄. 근데 적다보니 적은게 아까워서 걍 박제할겸 올림.
https://everytime.kr/482730/v/377701597
금융경제학이나 화폐금융론 내용도 일부 포함되있으니 다 읽어서 손해는 없을거임.
지역화폐의 문제점은 지역화폐 본연의 문제와 정보비대칭성에 기인하는 문제들로 나뉘어짐.
우선 지역화폐 본연의 문제
화폐의 수요는 3가지로 나뉘어짐 거래적동기, 예비적 동기, 투자적 동기
지역화폐로 주식 투자와 같은 투자행위를 할 수 없으니 투자적 수요는 0이고, 시중 화폐나 체크신용카드와 비교해서 유동성이 매우 낮기 때문에 지역화폐의 수요는 보조금 떡칠을 해도 낮을 수 밖에 없음.
즉 발행을 해도 그걸 쓰는 사람이 없어서 효과가 매우 작다는거임.
""신용카드만 봐도 30%가 되는데 지역화폐 10%는 합리적인 수준이다""가 아니라
""유동성도 압도적으로 좋고 특정품목 할인 30%나 되는 신용카드를 놔두고, 10% 혜택 그것도 특정 시장에서만 사용이 가능한 지역화폐를 쓸 이유가 없다""가 옳은 문장이라고ㅋㅋ 첫 문장부터 개소리인거임 저건
다음으로 공익에 초점을 맞추고 지역 브랜드 이미지에 기여한다는 주장.
이건 이미 선행연구가 있는데, 조세재정 연구원과 한국재정학회에선 보고서를 통해 지역화폐는 경제활성화나 고용창출 효과없이 오히려 경제적 순손실만 키웠다는 연구결과를 내놓았음.
이 연구들은 지역화폐를 옹호하는 survey 중심 보고서들의 논리적 오류도 지적 했는데,
survey로 조사하면 돈을 공짜로 받은 사람들은 당연히 좋아하는데, 답이 정해진 조사를 해놓고 효과가 있어 이러면 안된다는거.
또, 경제효과를 계산하려면 순경제 효과를 계산해야지 지역 화폐가 1조 쓰였으니까 경제적효과는 1조ㅋ 이딴식으로 계산하면 안된다는 거임.
지역 브랜드 이미지 측면에선?
지역화폐를 사용하는 지자체가 많아지면 큰 지자체는 많이 발행해서 많이쓰고, 작은 지자체는 작게 발행하면서 역내유입이 차단되기 시작함.
쉽게 예를 들면 부루마블 게임의 돈을 모노폴리에서 쓸 수 없는것처럼.
그럼 결과적으로 역외로 유출되는 돈도 줄겠지만 역내로 유입되는 돈도 줄어듬. 빈익빈 부익부 제로섬 치킨 게임이 되는거임. 이 상황에서 지역 브랜드 이미지가 참 좋아지겠다 빡통아ㅋㅋㅋ
또한 이런 문제 말고도 정보비대칭성에 관한 문제도 있는데, 정부 지자체가 화폐사용을 일일히 감시할 수 없어 지역화폐를 부정사용하는 상품권 깡이 성행한다는거임. 행안부가 2021년부터 연 2회씩, 현재까지 5회만 조사해서 487건인데 전수조사 땐 부정 사례가 폭증할 것으로 예상 됨. 정보비대칭 문제에 있어 도덕적 헤이가 발생하는거.
그리고 이런 지역화폐는 해당 화폐나 정책에 관심이 있거나 정보가 많은 사람이 우선적으로 사용함. 그럼 그 사람들이 정부 예산을 편향되게 가져가면서, 상대적으로 트랜드를 읽는데 느리고 정보가 부족한 금융취약계층은 그 혜택을 적게 누리는 한계도 있음.
정보비대칭 문제에 있어 역선택이 발생하는거임.
그리고 시험기간이고 오늘만 시험 3개 쳤는데 당연히 답이 늦지 임마
반박 안하냐고 재촉하던데 반박하는지 안하는지 기다리면서 폰봤을 생각하니까 귀엽누ㅋㅋ
딱봐도 경제 1도 모르는 티나는데, ㅈ도 모르면 나대지말고 시험공부하러 가거나 누워서 주무세요🙃
https://n.news.naver.com/article/025/0003385154?sid=101
https://n.news.naver.com/article/009/0005400122?sid=100
https://biz.newdaily.co.kr/site/data/html/2024/11/22/2024112200096.html
https://www.newdaily.co.kr/site/data/html/2023/11/07/2023110700098.html
http://www.fetimes.co.kr/news/articleView.html?idxno=94882
https://n.news.naver.com/article/018/0004814160?sid=101
https://n.news.naver.com/article/025/0003356049?sid=101",https://everytime.kr/482730/v/377814444,1,17,1,17,실패 표현 있으나 부업성 약함
기업경영학원론,"(알수없음)
20/04/30 00:25
재택수업 과제 1번 나만 모르겠니..? 책에 안나와있는데 뭐지..
(삭제)
삭제된 댓글입니다.
(알수없음)
아니 이게 뭔소리야?? ㅠㅠㅠ이상해..
20/04/30 00:27
(알수없음)",https://everytime.kr/375209/v/118710202,3,1,1,3,부업 관련이나 실패 여부 애매
,"21/12/16 21:46
군무원 출근 일주일차 후기
문서작업들이 없는 기술직이라 지원센터에 올라온 문건들만 출장가서 고쳐주고 온다. 근데 요즘 일이 없어서 하루 실 근무시간 두시간은 되나 싶다. 오늘은 외부업체 불러서 그분들이 일하는거 구경만 하다 끝남
이렇게 일하고 돈 받아도 되나 싶은 느낌
오늘 못 끝낸 일은 내일 이어서 한다는 점이 가장 마음에 든다. 야근? 그런거 없다. 초과근무? 그런거 없다...눈치보인다고 반장님도 안찍음",https://everytime.kr/386037/v/222785952,3,3,0,6,부업 관련이나 실패 여부 애매
거리두기 3단계 내용,"20/07/04 23:25
10인 이상이 대면으로 모이는 모든
집합·모임·행사를 금지하는 행정명령 실시
모든 스포츠 행사 중단
✔️
공무 및 기업의 필수 경영에 필요한 경우는
예외를 허용하며 장례식은 가족 참석에 한하여 허용
✔️
필수 시설이 아닌 모든 다중 이용시설은
운영을 제한하거나 중단
✔️
공공시설은 모두 운영을 중단하고
민간시설도 고위험·중위험시설은 운영을 중단.
다만, 음식점·장례시설이나
필수산업시설·거주시설의 경우 예외 허용
✔️
운영 중단을 하지 않은 모든 다중이용시설은
2단계에서의 방역 수칙 의무화와
이용 인원 제한을 하고 저녁 9시 이후에는 영업 중단
✔️
병·의원, 약국, 생필품 구매처, 주유소, 장례시설 등
국민의 생활에 필수적인 시설은 정상 운영
✔️
학교 및 유치원은 등교 수업을 중단하고
원격 수업으로 전환하거나 휴교·휴원
✔️
공공기관은 필수 인력 외 전원 재택근무를 실시하고
민간기업에도 유사한 수준으로 최대한 재택근무 권고",https://everytime.kr/375208/v/131200138,3,3,0,6,부업 관련이나 실패 여부 애매
이제 닭가슴살 싸게 못사먹네,"24/07/23 10:45
티몬, 위메프 망하면 네이버 스마트스토어에서 핫딜 뜨는거나 사먹어야겠네
큐텐그룹 너무 쎄해서 1달 전부터 여기서 주문안했음",https://everytime.kr/375208/v/349437015,4,1,0,5,부업 관련이나 실패 여부 애매
기숙사 전화,"20/04/22 14:43
1대1문의해서 전화왔는데
기숙사는 학교한테 전달받은게
1학기 싸강 확정이고 몇몇교수님에 따라 대면강의 할 수도 있다
우리는 학교한테 전달받은게
1학기 싸강이고 코로나 사태에 따라 재택수업이 단축될 수 있다
우리한테 준 정보 기숙사는 처음 듣는다네
ㄹㅇ 학교 ㄸ ㅣ 발^^",https://everytime.kr/375208/v/117223799,3,3,0,6,부업 관련이나 실패 여부 애매
,"(알수없음)
20/03/16 10:25
나지금서울인데 전남대 출판사는 전대앞에서사야된데 근데 재택수업기간에는 필요하데 뭐어쩌라는거
(삭제)
삭제된 댓글입니다.
(알수없음)
오진짜 알라딘에서파네
20/03/16 10:29",https://everytime.kr/375210/v/109542969,3,2,0,5,부업 관련이나 실패 여부 애매
이러면 백신패스 왜 함?,"(알수없음)
22/02/07 22:21
아니 ㅋㅋㅋㅋㅋㅋㅋ 이럴 거면 거리두기 2주 연장하지 말고 그냥 풀지 좀 역학조사도 안 해 60세 이하는 재택치료해 존나 무의미하네 위중증 병상 때문에 일상회복 포기한 거 아니었음?",https://everytime.kr/375208/v/229322589,3,3,2,4,부업 관련이나 실패 여부 애매
오버롤원피스(멜빵원피스),"24/05/30 22:55
가격 1만원
구매후에 실착 3번정도 했습니다
눈에 띄는 얼룩이나 하자 따로없고, 별로 입지도 않아서 사용감도 별로 없눈 수준입니다~!
너무 귀여워서 ㅠㅠ 제 스타일에 잘 안맞더라구요
그래서 판매합니당
어리틀빗이라는 쇼핑몰에서 구매했습니다
원가는 4만~5만사이였던거같은데 지금은 판매를 안하네요 ㅠㅠ! 구매내역도 사라졌어요 😿😿😿
궁금한건 쪽지주세요",https://everytime.kr/377489/v/344463775,4,3,4,3,부업 관련이나 실패 여부 애매
🤢맛있는 육전🤢 물리학과 💫영차🌙학생회,"23/03/05 13:10
안녕하세요 물리학과 학생회 🌙영차💫 입니다
저희가 부스에서 ☄️대패육전☄️
옛날 소시지전을 판매합니다 🥳 !!가격은 오처넌 !!
열시미,,
준비해써요,,
한번 와주새요 🥹
(3/6 월요일 5:30 ~11:00)
😳28번 부수입니당😳",https://everytime.kr/375208/v/291575977,4,1,0,5,부업 관련이나 실패 여부 애매
전라도가 발전 못한 이유,"25/06/06 17:07
시민단체들이 지하철 복합쇼핑몰 반대하잖아
(삭제)
삭제된 댓글입니다.
(알수없음)
지하철-택시
복합쇼핑몰-전통시장
25/06/06 17:15",https://everytime.kr/375208/v/382084111,3,0,0,3,부업 관련이나 실패 여부 애매
공지에 재택수업기간에는 등교시험 불가라 돼있잖아,"20/04/22 15:18
그럼 기말고사도
오프개강+대면시험 아니면 통싸강+비대면시험or과제
이렇게밖에 방법 없는거아님? 난 기말 안볼것같은데",https://everytime.kr/375208/v/117231833,3,0,0,3,부업 관련이나 실패 여부 애매
